45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39,40,37,38,39,40,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,45
45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,42,43,44,41,42,43,44,41,2,2,2,2,2,2,2,2,2,2,36,33,34,35,2,2,2,2,45
45,2,2,2,2,2,35,36,33,34,35,36,33,2,2,2,2,33,34,35,36,33,34,35,36,33,34,2,2,2,2,2,2,2,2,39,40,37,38,39,40,2,2,2,45
45,2,2,2,2,38,39,40,37,38,39,40,37,38,2,2,2,37,38,39,40,37,38,39,40,37,38,36,2,2,2,2,2,2,42,43,44,41,42,43,44,41,2,2,45
45,2,2,2,41,42,43,44,41,42,43,44,41,42,43,40,37,41,42,43,44,41,42,43,44,41,42,40,37,38,39,2,2,33,34,35,36,33,34,35,36,33,34,2,45
45,2,2,2,2,34,35,36,33,34,35,36,33,34,43,44,41,33,34,35,36,33,34,35,36,33,34,44,41,42,43,44,41,37,38,39,40,37,38,39,40,37,38,2,45
45,2,2,2,2,2,39,33,34,35,39,40,37,34,35,36,33,34,38,39,40,37,38,39,40,37,35,36,33,34,35,36,33,41,42,43,44,41,42,43,44,41,42,2,45
45,2,2,2,2,2,2,37,38,39,39,40,37,38,39,40,37,38,39,43,44,41,42,43,44,38,39,40,37,38,39,40,37,38,34,35,36,33,34,35,36,33,2,2,45
45,2,2,2,2,2,2,44,41,42,43,44,41,42,43,44,41,42,43,44,36,33,34,35,41,42,43,44,41,42,43,44,41,42,43,39,40,37,38,39,40,2,2,2,45
45,2,2,2,2,2,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,44,41,42,43,2,2,2,2,45
45,2,2,2,2,2,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,2,2,2,2,2,45
45,2,2,36,33,34,43,44,41,42,43,44,41,42,43,44,41,42,43,44,2,2,2,2,2,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,2,2,2,2,45
45,38,39,40,37,38,39,40,33,34,35,36,33,34,35,36,33,34,35,2,2,2,2,2,2,2,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,2,45
45,42,43,44,41,42,43,44,41,38,39,40,37,38,39,40,37,38,2,2,2,2,2,2,2,2,2,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,45
45,34,35,36,33,34,35,36,33,42,43,44,41,42,43,44,41,2,2,2,2,2,2,2,2,2,2,2,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,45
45,38,39,40,37,38,39,40,37,34,35,36,33,34,35,36,33,2,2,2,2,2,2,2,2,2,2,2,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,45
45,42,43,44,41,42,43,44,41,38,39,40,37,38,39,40,37,38,2,2,2,2,2,2,2,2,2,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,45
45,34,35,36,33,34,35,36,41,42,43,44,41,42,43,44,41,42,43,2,2,2,2,2,2,2,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,45
45,2,2,40,37,38,35,36,33,34,35,36,33,34,35,36,33,34,35,36,2,2,2,2,2,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,2,45
45,2,2,2,2,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,2,2,2,2,45
45,2,2,2,2,2,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,2,2,2,2,2,45
45,2,2,2,2,2,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,2,2,2,2,2,45
45,2,2,2,2,2,2,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,2,2,2,2,2,2,45
45,2,2,2,2,2,2,2,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,35,36,33,34,35,2,2,2,2,45
45,2,2,2,2,2,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,35,36,33,34,38,39,40,37,38,39,40,2,2,2,45
45,2,2,2,2,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,38,39,40,37,41,42,43,44,41,42,43,44,41,2,2,45
45,2,2,2,41,42,43,44,41,42,43,44,41,42,43,44,41,42,43,44,36,33,34,35,36,42,43,44,41,42,43,2,2,33,34,35,36,33,34,35,36,33,2,2,45
45,2,2,2,2,34,35,36,33,34,35,36,33,2,2,2,2,34,35,39,40,37,38,39,40,37,35,36,2,2,2,2,2,2,38,39,40,37,38,39,40,2,2,2,45
45,2,2,2,2,2,39,40,37,38,39,40,2,2,2,2,2,2,42,43,44,41,42,43,44,41,42,2,2,2,2,2,2,2,2,43,44,41,42,43,2,2,2,2,45
